patient_id,umap_x,umap_y,tsne_x,tsne_y
MMRF_1231,7.3424497,10.376729,27.239418,8.362458
MMRF_1032,1.7731727,10.971049,-20.555147,4.9636803
MMRF_1327,5.27358,8.218317,9.045396,0.2910815
MMRF_1210,1.6084243,11.469632,-23.019707,6.613314
MMRF_1269,7.806497,9.819884,28.763985,2.9540596
MMRF_1251,4.6117215,8.016399,5.3956656,-1.0741014
MMRF_1328,7.277141,9.5952015,28.802809,-0.7607247
MMRF_1171,1.1645439,11.642782,-20.932951,11.189197
MMRF_1354,-0.33521587,8.98134,-19.419249,-12.436432
MMRF_1344,2.4837365,8.988831,-7.32888,-0.5547463
MMRF_1403,6.8929005,11.852661,27.239153,15.734554
MMRF_1408,6.0043373,12.981745,10.993317,18.811855
MMRF_1338,6.5872874,10.8700695,21.92514,9.77075
MMRF_1342,1.7557324,8.789959,-10.513862,-8.308346
MMRF_1352,5.899347,10.756877,-8.146927,10.154936
MMRF_1380,6.249201,12.398447,13.633409,15.910316
MMRF_1389,5.4148793,7.939906,11.223514,3.6020052
MMRF_1388,4.947744,8.254064,9.102711,-1.0919948
MMRF_1395,-0.13028505,11.235786,-25.934212,-1.507523
MMRF_1391,0.17367414,10.364326,-33.480534,-6.950978
MMRF_1359,6.227241,10.723526,19.532433,18.980265
MMRF_1267,6.3298664,11.663748,16.683193,13.257566
MMRF_1274,1.9531862,11.253875,-15.87116,8.539736
MMRF_1037,1.2550296,11.552477,-23.864616,6.3075414
MMRF_1033,5.48614,10.747775,-9.124757,9.991184
MMRF_1031,1.5966619,9.382337,-14.436053,-9.805537
MMRF_1068,1.9938387,8.301002,-7.2406297,-9.063025
MMRF_1078,0.17532562,8.585839,-17.513302,-21.11975
MMRF_1086,0.035209514,11.559652,-32.54048,2.4710662
MMRF_1082,7.779711,9.638639,28.354916,1.1791528
MMRF_1092,-0.03792385,11.253475,-28.257671,-0.3825138
MMRF_1325,6.470771,11.013391,21.138577,11.700702
MMRF_1364,-0.7848471,10.086659,-25.339512,-9.45149
MMRF_1383,6.025391,12.833085,10.925258,18.051708
MMRF_1377,6.1294956,13.116617,10.359097,20.763971
MMRF_1360,0.19468041,11.1843605,-27.105972,-0.5370773
MMRF_1371,-0.9638019,9.450443,-25.989,-12.297925
MMRF_1089,1.3072884,11.133909,-16.08651,11.618904
MMRF_1365,6.340478,10.925964,22.201618,10.731179
MMRF_1356,7.489539,11.550226,33.981915,10.209517
MMRF_1270,5.4215217,8.023705,10.643108,2.492722
MMRF_1323,3.9771974,7.3803916,6.1394615,-13.07617
MMRF_1180,5.268688,6.9383044,10.944008,-11.371281
MMRF_1188,5.658509,12.146034,9.96831,10.976656
MMRF_1300,2.8104613,7.790843,-0.14938758,-11.692406
MMRF_1331,1.2021476,10.601838,-20.655275,1.4525757
MMRF_1185,6.2179055,11.876126,14.760468,13.367926
MMRF_1348,5.1479464,12.603797,6.132306,9.973566
MMRF_1284,3.6785822,7.446463,3.8749337,-11.729613
MMRF_1202,6.8488984,9.7070465,21.945213,2.0180779
MMRF_1466,1.1413267,8.626547,-12.709715,-9.104402
MMRF_1446,6.214939,11.767771,15.349826,11.846494
MMRF_1447,5.4690537,12.456435,8.959111,13.289089
MMRF_1445,5.7565904,12.470487,10.966822,14.118591
MMRF_1433,5.101971,7.6195326,10.811979,-6.6885266
MMRF_1434,5.278778,10.730765,-5.6944823,10.289755
MMRF_1436,0.3415,11.248688,-26.35965,1.4240532
MMRF_1424,5.277485,9.236049,7.420504,5.6456494
MMRF_1425,1.083345,10.848249,-20.799389,3.0528412
MMRF_1439,5.637269,11.170132,15.862113,10.483616
MMRF_1450,1.946694,7.907504,-4.88826,-12.463704
MMRF_1451,4.7413964,7.7066255,6.867667,-5.1578007
MMRF_1454,5.5038214,12.944785,5.6204367,18.35275
MMRF_1460,1.5653208,10.465539,-17.56501,6.4421535
MMRF_1461,6.3586373,8.953215,18.930244,-3.1015007
MMRF_1324,6.05334,9.612007,17.809875,1.4397202
MMRF_1392,0.3140693,9.953944,-21.640602,-4.520642
MMRF_1413,5.8335176,13.16405,9.080704,19.582914
MMRF_1393,0.65061903,9.860047,-16.353416,-3.8165553
MMRF_1148,-0.7786515,9.709318,-26.91726,-10.5582075
MMRF_1349,5.1003666,7.9960527,10.023042,-1.2751343
MMRF_1432,4.5241876,8.059627,4.62259,-1.7798245
MMRF_1293,0.75647444,11.280208,-22.594856,2.6216495
MMRF_1216,4.2544484,8.134264,2.628272,-3.8336
MMRF_1178,-0.50956523,8.480947,-25.293386,-19.090029
MMRF_1401,5.259259,10.545961,-10.588163,11.308739
MMRF_1489,0.1925231,11.507409,-28.639763,0.7952624
MMRF_1318,-0.26388857,10.507275,-30.470219,-5.517247
MMRF_1361,5.2947025,7.4224887,12.107922,-7.2266135
MMRF_1021,4.6152954,7.3070397,9.077447,-7.194382
MMRF_1030,1.6192272,11.346792,-21.416996,8.387197
MMRF_1485,-0.91815174,9.201611,-27.842741,-13.8857355
MMRF_1491,6.118566,13.065076,11.806034,21.38736
MMRF_1029,0.034194667,9.674952,-21.66798,-8.980148
MMRF_1502,1.7257276,8.759636,-10.342601,-10.727295
MMRF_1358,0.033232242,9.240247,-19.08813,-14.25847
MMRF_1108,1.2953069,11.478326,-22.5858,8.3768425
MMRF_1164,7.703114,10.52684,26.925339,6.44265
MMRF_1250,-0.322373,10.753247,-25.59615,-5.9920073
MMRF_1453,7.5321174,10.249075,28.005257,11.23462
MMRF_1462,6.4932485,9.522669,21.828142,-1.8975903
MMRF_1501,-0.23865202,10.909124,-28.313612,-3.4468875
MMRF_1499,-0.2587911,10.901238,-27.657036,-1.817091
MMRF_1497,6.170302,11.847444,15.512299,13.98829
MMRF_1484,7.735716,10.406918,27.995022,7.207916
MMRF_1519,4.604094,7.703382,7.9444275,-4.3608894
MMRF_1516,7.8802037,10.249367,28.23057,5.3361135
MMRF_1511,-0.8532813,9.617567,-26.470299,-11.016578
MMRF_1510,5.72464,13.303534,8.242525,20.984808
MMRF_1506,6.1065364,13.068643,11.778656,19.950752
MMRF_1309,1.2098173,8.672842,-10.837551,-13.89207
MMRF_1045,0.1324206,9.881682,-20.943426,-7.4645476
MMRF_1048,5.637192,10.789064,5.700704,20.09208
MMRF_1098,6.428369,12.20899,14.08968,15.724926
MMRF_1167,4.563514,7.684975,6.776288,-6.026292
MMRF_1286,7.6872725,9.617023,13.466495,-14.047398
MMRF_1538,-0.2687387,9.817917,-23.485397,-7.4778943
MMRF_1556,7.876581,9.797863,30.40291,3.167221
MMRF_1522,1.1603187,11.47457,-23.414064,5.2994537
MMRF_1531,-0.32307643,9.20495,-22.270178,-15.100597
MMRF_1534,6.4809017,10.878264,20.634094,11.771279
MMRF_1539,7.01942,9.258681,25.602787,-1.991443
MMRF_1540,7.675111,10.518626,29.555286,9.145481
MMRF_1542,4.3557024,8.797886,4.2493567,3.5971546
MMRF_1550,-0.98068476,9.223244,-26.222836,-14.347508
MMRF_1560,4.029881,8.50891,0.70700824,-1.3952924
MMRF_1570,2.3983886,10.697338,-9.021025,7.992823
