patient_id,umap_x,umap_y,tsne_x,tsne_y
MMRF_1231,2.672464,6.083695,26.62339,-3.9420936
MMRF_1032,9.70861,3.7724502,-21.484297,-10.728976
MMRF_1327,1.1797754,2.613842,9.267195,20.990393
MMRF_1210,9.22335,4.147801,-25.386566,-2.947772
MMRF_1269,3.4661453,6.4795046,23.998531,-10.267349
MMRF_1251,2.6299884,3.2163384,17.167597,13.5406065
MMRF_1328,4.5925,4.280974,12.236972,-3.7041838
MMRF_1171,2.1188407,1.1824853,19.946857,24.473768
MMRF_1354,7.078069,1.6105585,-7.8436093,1.9192749
MMRF_1344,6.697817,0.42851052,-16.000692,5.9651437
MMRF_1403,4.795632,1.8989729,0.8105099,6.674562
MMRF_1408,2.2970915,1.3096563,17.841002,26.14984
MMRF_1338,1.8905381,5.587619,-3.7449958,18.109322
MMRF_1342,7.6873918,4.4947333,-7.83321,-17.929573
MMRF_1352,1.386363,5.3544183,-0.81050664,18.12263
MMRF_1380,1.2899729,2.2188127,8.951168,24.309141
MMRF_1389,2.5452063,3.14675,16.24719,12.543994
MMRF_1388,5.2891555,1.8549906,-7.4984384,11.675394
MMRF_1395,9.218062,3.313813,-23.664227,-13.118741
MMRF_1391,2.3893933,3.5977423,5.456171,22.746887
MMRF_1359,3.7900195,4.774749,17.165451,-0.5119063
MMRF_1267,2.7074335,5.7305593,27.516718,0.5859774
MMRF_1274,4.949798,1.4661494,-0.1206883,4.2155466
MMRF_1037,9.326497,3.788836,-24.91938,-2.506339
MMRF_1033,9.583136,4.7029366,-16.917086,-16.112545
MMRF_1031,6.751761,0.72068286,-14.523246,5.109571
MMRF_1068,6.923669,2.418942,-4.156412,-4.5171294
MMRF_1078,6.891435,2.7875314,-2.8044786,-6.5276117
MMRF_1086,2.074889,1.2373067,16.829912,24.536766
MMRF_1082,3.2103794,6.1339865,27.589437,-9.340389
MMRF_1092,9.551232,3.1704862,-23.491507,-11.679244
MMRF_1325,3.408091,6.339767,23.269598,-8.806595
MMRF_1364,7.7330246,0.6800464,-19.0344,2.3424551
MMRF_1383,3.391667,1.6485387,11.848243,27.310839
MMRF_1377,1.5922158,1.8821282,13.813079,21.275517
MMRF_1360,8.536354,3.202023,-25.880444,-17.814526
MMRF_1371,5.755006,1.3381933,-5.4823313,6.1729007
MMRF_1089,9.011846,3.986507,-25.18698,-2.079929
MMRF_1365,1.2295805,5.2139163,0.18756267,19.257042
MMRF_1356,4.0833607,5.936002,16.902454,-8.940488
MMRF_1270,2.0833623,1.8461533,17.303255,20.917677
MMRF_1323,4.6316695,4.3333993,13.210985,-3.5254595
MMRF_1180,3.9090705,4.568805,16.074114,-0.9231777
MMRF_1188,2.0830305,1.2284261,17.77905,24.637592
MMRF_1300,5.4416347,1.6284662,-2.544661,2.076853
MMRF_1331,8.575891,4.9794993,-15.019761,-24.48399
