patient_id,umap_x,umap_y,tsne_x,tsne_y
MMRF_1231,-0.115834974,6.610022,-26.746721,-0.83836883
MMRF_1032,10.002653,3.3091936,20.633305,3.250712
MMRF_1327,3.474213,2.3454568,-3.3666513,11.291979
MMRF_1210,9.120804,3.4726977,20.106874,10.137416
MMRF_1269,0.27206355,6.078473,-27.291695,1.1812806
MMRF_1251,1.9888669,5.2232585,-20.912533,4.5366774
MMRF_1328,1.9884096,4.7277436,-17.464243,9.465059
MMRF_1171,9.85312,6.22137,35.163864,-9.413395
MMRF_1354,7.6344943,4.4743567,15.277983,-3.3270516
MMRF_1344,7.848508,3.3653555,12.142825,0.39606306
MMRF_1403,6.323024,4.993596,3.4412165,9.843311
MMRF_1408,5.5501375,1.9059073,-1.9899396,-2.654711
MMRF_1338,-0.6286279,7.1611915,-23.508562,-5.063044
MMRF_1342,9.855891,5.0714717,28.811571,-2.3237443
MMRF_1352,-1.1336213,7.678811,-21.08421,-6.982828
MMRF_1380,3.2791035,2.221713,-2.6937802,13.491025
MMRF_1389,1.9922973,6.6247435,-28.067703,-8.275844
MMRF_1388,2.213284,3.8449662,-11.370872,14.01266
MMRF_1395,10.020848,4.3721657,25.656136,2.636478
MMRF_1391,5.8258877,1.3494351,4.343189,-0.35758746
MMRF_1359,1.4706843,4.438584,-13.323518,4.5008397
MMRF_1267,1.4131824,4.3973866,-20.50494,13.339556
MMRF_1274,6.919659,4.895289,5.7726755,13.237793
MMRF_1037,9.137341,3.3262832,19.502708,10.076496
MMRF_1033,10.296963,5.6113005,29.433107,-15.272276
MMRF_1031,7.9343696,5.09005,16.789907,-8.750389
MMRF_1068,5.7973595,1.902042,1.8766242,-4.432944
MMRF_1078,2.3518298,3.8338585,-13.887498,11.748901
MMRF_1086,5.535208,1.1221858,3.134815,1.0711445
MMRF_1082,2.5672615,5.4845276,-15.908955,-0.6994238
MMRF_1092,9.854621,3.964128,24.028332,3.7768865
MMRF_1325,0.7883395,6.061288,-31.03715,3.0551193
MMRF_1364,9.504484,3.6082437,22.275244,6.3665442
MMRF_1383,5.76916,1.5806698,1.5450068,-2.2019584
MMRF_1377,4.2478943,1.9241081,-1.203281,4.9486194
MMRF_1360,9.382833,4.979304,25.462822,-3.0255435
MMRF_1371,9.47758,5.2584696,25.442137,-11.651954
MMRF_1089,10.004028,5.835315,32.30222,-4.1552186
MMRF_1365,-1.1995347,7.7452645,-20.508957,-6.382445
MMRF_1356,1.8951026,4.719302,-19.064888,8.454133
MMRF_1270,5.7081237,1.3203318,0.084663905,-4.7390866
MMRF_1323,6.913314,5.105588,4.950155,14.105626
MMRF_1180,1.9897577,3.7709687,-13.49634,12.791279
MMRF_1188,5.645855,1.2639412,1.270731,-0.20095819
MMRF_1300,7.6713448,3.6773558,11.569345,-0.2240187
MMRF_1331,9.575385,5.8817163,29.030113,-7.5697165
MMRF_1185,1.0065352,6.671369,-34.88462,0.56611735
MMRF_1348,1.3544208,6.8810663,-30.002481,-9.042438
MMRF_1284,9.371099,6.4546432,30.653742,-12.650217
MMRF_1202,2.4019613,4.774995,-17.110977,6.625703
MMRF_1466,9.074009,4.968734,32.087185,-0.520863
MMRF_1446,0.8126273,6.486864,-35.094864,0.6750887
MMRF_1447,5.391991,1.2858298,-0.10560344,-0.32180852
MMRF_1445,2.1147149,3.8668363,-16.329985,15.296054
MMRF_1433,2.0870924,3.5652788,-10.972551,14.295554
MMRF_1434,4.961963,1.1124673,1.4196193,5.4786043
MMRF_1436,10.250496,5.970132,33.12417,-5.306498
MMRF_1424,4.050018,2.3530588,-3.7647474,6.697295
MMRF_1425,8.649281,4.6479483,20.054916,-12.43064
MMRF_1439,-0.31271937,7.0022006,-26.303665,-6.3046594
MMRF_1450,7.2510424,4.961262,12.828862,-8.710407
MMRF_1451,2.2873535,3.8655298,-15.281514,15.102802
MMRF_1454,5.047763,1.8446201,-5.5995846,-0.98648244
MMRF_1460,10.089189,6.0291433,35.042374,-3.0337968
MMRF_1461,2.1824148,3.326541,-12.882714,12.887108
MMRF_1324,2.945089,3.2605479,-8.661641,10.826824
MMRF_1392,9.000802,5.5278354,25.342302,-6.47077
MMRF_1413,5.588171,1.3732207,0.81089306,-0.72278523
MMRF_1393,10.418592,5.8016534,37.6397,-3.9672382
MMRF_1148,8.973722,2.8952339,17.265484,8.240654
MMRF_1349,2.7824616,2.5720737,-5.3786893,13.7396965
MMRF_1432,2.8237972,4.124623,-11.5785265,3.308063
MMRF_1293,9.408884,3.0213878,19.1413,6.4665084
MMRF_1216,2.2285953,4.6795077,-18.690208,7.241347
MMRF_1178,2.8800583,3.8039598,-12.659142,10.212419
MMRF_1401,0.28971133,6.0330176,-27.39505,11.205322
MMRF_1489,8.224961,4.253784,17.847424,-4.274119
MMRF_1318,7.2913723,5.7271333,4.3976502,-12.353854
MMRF_1361,2.1234252,4.354429,-17.695494,10.676851
MMRF_1021,2.0846863,3.462207,-12.523692,15.086675
MMRF_1030,9.670533,4.909803,22.91175,-1.7845522
MMRF_1485,7.1432524,4.7466617,11.69465,-8.60289
MMRF_1491,5.1095047,1.0395393,1.9408811,3.4306502
MMRF_1029,3.8650281,3.3543055,-8.530133,-6.9454966
MMRF_1502,5.153717,1.1696957,3.3840222,4.0180125
MMRF_1358,10.368502,5.8236136,33.935936,-5.5376077
MMRF_1108,10.458834,5.584234,37.565353,-4.092385
MMRF_1164,-0.278644,6.6338024,-25.09121,-1.8523794
MMRF_1250,7.819497,4.6712,15.093251,-5.7807684
MMRF_1453,2.7511477,3.8745058,-12.243375,8.678415
MMRF_1462,1.3718969,4.1366158,-19.496975,16.428722
MMRF_1501,5.455111,1.0798827,2.7218423,2.0708737
MMRF_1499,9.673025,5.397454,29.063435,-4.2962694
MMRF_1497,2.730927,3.6503294,-9.390892,9.724931
MMRF_1484,0.74081343,6.439544,-32.138493,1.5255992
MMRF_1519,5.3363323,4.390591,-2.9201245,-7.099138
MMRF_1516,-0.0136363525,6.7364826,-28.383692,-0.7346198
MMRF_1511,8.836341,3.0351996,17.28208,4.423207
MMRF_1510,7.58633,2.523952,7.0108514,2.0702837
MMRF_1506,4.38888,1.971866,-3.38536,5.147434
MMRF_1309,1.3592876,7.179345,-36.93937,-5.353512
MMRF_1045,9.292058,3.1394267,7.692306,8.534242
MMRF_1048,2.48542,3.2715275,-9.190554,12.351031
MMRF_1098,2.982839,3.6157904,-9.56284,8.246558
MMRF_1167,5.4668713,4.4244304,-2.8616896,-6.9629893
MMRF_1286,1.2306628,6.4135184,-34.08349,1.6985471
