patient_id,umap_x,umap_y,tsne_x,tsne_y
MMRF_1231,8.159927,4.954578,-27.699165,3.5919802
MMRF_1032,-0.34912986,3.1133552,24.941824,13.276358
MMRF_1327,6.641132,2.3414247,-13.777174,-11.702047
MMRF_1210,2.611908,2.1131096,10.205557,14.419125
MMRF_1269,7.458954,4.721851,-20.470982,0.49641082
MMRF_1251,6.379718,3.6120481,-16.377111,-4.035241
MMRF_1328,5.423946,4.948513,-10.072237,6.524168
MMRF_1171,0.8510531,2.4801326,30.135963,-1.7484819
MMRF_1354,0.83616847,2.165954,31.936852,-7.621803
MMRF_1344,3.1042829,2.5436187,6.9590483,11.920513
MMRF_1403,6.329349,2.3441706,-12.620804,-10.307371
MMRF_1408,6.391113,1.6746049,-13.7624,-16.207285
MMRF_1338,7.318821,5.889879,-24.419472,9.794984
MMRF_1342,2.1644423,2.3839567,12.979001,13.640739
MMRF_1352,7.784872,4.2973537,-25.615137,-0.8036192
MMRF_1380,6.9650073,1.564419,-16.5063,-19.904541
MMRF_1389,5.783658,2.543982,-5.72232,-11.538006
MMRF_1388,4.492541,4.3141637,-3.482254,6.22917
MMRF_1395,1.1909533,3.6720383,22.923935,0.9986094
MMRF_1391,5.3563495,5.059931,-8.250704,5.3873067
MMRF_1359,7.137716,1.8618149,-19.714737,-19.003563
MMRF_1267,7.8966255,3.5304625,-25.063335,-7.4506
MMRF_1274,6.1083746,1.0335993,-8.887669,-24.153276
MMRF_1037,2.3239925,2.0086849,10.935097,16.316322
MMRF_1033,2.029745,2.225814,13.89449,15.647774
MMRF_1031,2.8275564,5.0056553,9.552015,-1.774559
MMRF_1068,0.11679203,2.3783345,30.780483,4.355101
MMRF_1078,0.086812794,2.6077125,38.067963,7.055142
MMRF_1086,5.5784473,0.82800025,-7.0153546,-21.479013
MMRF_1082,6.4506493,5.237508,-16.303143,12.313895
MMRF_1092,-0.23252022,2.9387317,28.982882,9.422825
MMRF_1325,6.9877462,5.2627387,-21.899178,5.748616
MMRF_1364,-0.115606174,2.3990366,32.837944,10.438776
MMRF_1383,6.14449,1.6367834,-9.605438,-16.087841
MMRF_1377,6.3952365,1.5901322,-12.701546,-15.6631565
MMRF_1360,0.48952937,2.5812106,34.537144,-2.1244042
MMRF_1371,1.4142604,2.5590189,31.346697,2.5966468
MMRF_1089,2.700939,2.288974,9.687303,14.001472
MMRF_1365,8.058625,4.4471517,-27.13122,-0.16895893
MMRF_1356,5.5398397,4.8638425,-13.654132,3.1363204
MMRF_1270,6.102997,1.167912,-10.707795,-18.920998
MMRF_1323,4.4326525,4.723282,5.7018642,-0.101663016
MMRF_1180,5.2317867,4.972121,-10.205256,4.927716
MMRF_1188,5.9809346,0.90287066,-12.154401,-21.29879
MMRF_1300,2.9221768,2.6343493,5.038141,9.9780445
MMRF_1331,0.40001923,2.265894,31.73262,4.37894
MMRF_1185,8.425879,3.5737214,-30.651062,-1.2843641
MMRF_1348,6.371718,3.1805987,-15.833794,-5.227922
MMRF_1284,3.9173453,4.232279,4.2468166,8.471097
MMRF_1202,8.2862625,4.136869,-29.681107,-3.879598
MMRF_1466,0.09117893,2.2602289,32.300232,7.4298873
MMRF_1446,8.101042,4.598551,-29.113462,2.092827
MMRF_1447,6.345145,1.0670048,-12.633788,-20.849564
MMRF_1445,5.4589543,2.124771,-2.1497152,-15.46894
MMRF_1433,5.5346704,4.739169,-13.5153675,2.1034346
MMRF_1434,7.309041,3.7145286,-32.80579,3.2167556
MMRF_1436,0.7257935,3.1368108,25.337837,4.500379
MMRF_1424,4.6881537,2.6295507,-3.9203498,-5.101201
MMRF_1425,1.9118781,1.7187741,20.621431,18.05578
MMRF_1439,7.1431375,2.1030772,-21.417747,-16.995993
MMRF_1450,2.6624727,5.0379024,13.225124,-6.4781113
MMRF_1451,6.1720185,2.081152,-11.177698,-13.731286
MMRF_1454,6.6522775,1.8826389,-15.917497,-15.153599
MMRF_1460,0.40863717,2.6808813,36.060204,-2.536218
MMRF_1461,7.819175,3.5838792,-23.866772,-7.366274
MMRF_1324,3.5062144,5.416981,8.320306,-5.4540644
MMRF_1392,0.03394997,3.5837648,24.104782,6.728279
MMRF_1413,6.144896,1.1160749,-10.573189,-21.263693
MMRF_1393,2.154093,2.4153504,13.827183,13.3713455
MMRF_1148,-0.4207309,2.7586882,31.221718,12.321713
MMRF_1349,7.868551,4.1127915,-24.823254,-3.3696458
MMRF_1432,5.2763066,2.594142,-7.992566,-6.504161
MMRF_1293,0.12138833,1.9859519,36.751263,6.611767
MMRF_1216,7.849334,3.0077906,-25.390318,-11.477369
MMRF_1178,3.9421136,5.4418435,7.443932,-9.882909
MMRF_1401,8.445817,4.3076816,-31.905293,0.04397459
MMRF_1489,0.7389086,1.9173336,34.552044,2.7401278
MMRF_1318,3.3037994,4.785921,4.0082564,-5.3933153
