patient_id,umap_x,umap_y,tsne_x,tsne_y
MMRF_1231,9.894985,-0.33436304,-24.525976,-17.2997
MMRF_1032,2.7682493,-0.33634818,29.897821,-13.821007
MMRF_1327,9.677697,3.2685475,-29.545881,3.7169523
MMRF_1210,4.320041,-0.09286472,6.977957,-4.4895587
MMRF_1269,10.021771,1.0259125,-26.400599,-8.312508
MMRF_1251,8.046266,3.250248,-15.237331,8.591566
MMRF_1328,8.047242,0.4962033,-10.36867,-10.274283
MMRF_1171,4.3588276,-1.7180897,16.455849,3.3498106
MMRF_1354,1.5504981,0.8992671,21.953869,-6.939193
MMRF_1344,2.865751,0.9796503,13.476067,-8.935694
MMRF_1403,5.6357703,2.5593839,-2.3099892,11.120385
MMRF_1408,6.161495,3.215256,-5.892347,14.395508
MMRF_1338,10.697284,0.757068,-30.486565,-11.848275
MMRF_1342,3.301953,-1.4836899,29.935291,8.391358
MMRF_1352,10.922564,2.0585961,-32.0215,-5.240061
MMRF_1380,6.432176,3.9210906,-13.461396,19.284515
MMRF_1389,6.656666,2.1901274,-6.4501214,9.548755
MMRF_1388,6.4898863,2.8552017,-9.7186775,13.184596
MMRF_1395,1.9029824,-1.2522752,33.460976,-1.4504079
MMRF_1391,7.731775,3.8874748,-21.138235,16.121668
MMRF_1359,9.196298,-0.2608902,-18.601202,-21.293613
MMRF_1267,7.994465,3.2261953,-18.563477,10.811117
MMRF_1274,5.273126,2.8617156,1.5036258,15.418055
MMRF_1037,4.1149917,0.025622064,7.5729513,-4.4362273
MMRF_1033,4.5193486,-2.0817719,12.368155,1.9421215
MMRF_1031,3.4620924,-0.7109031,26.28961,9.244777
MMRF_1068,2.6041873,-1.6511011,31.813904,10.039656
MMRF_1078,7.321641,2.280965,-9.744711,5.4858093
MMRF_1086,5.6714473,3.3767774,-3.0249536,18.366016
MMRF_1082,9.4367485,0.5291978,-19.440916,-11.381775
MMRF_1092,2.1342597,-1.094881,30.94455,-2.7098866
MMRF_1325,10.396458,0.4677482,-26.757254,-13.303915
MMRF_1364,1.5389758,-0.15228978,29.002094,-6.433947
MMRF_1383,5.4422183,2.96994,-2.316001,15.699942
MMRF_1377,6.0565586,4.010777,-7.1851125,21.287325
MMRF_1360,3.0010664,-1.4358493,29.561611,3.0685418
MMRF_1371,1.4749162,0.08153832,26.125448,-6.887481
MMRF_1089,4.488841,-0.46307847,19.319246,10.336847
MMRF_1365,10.997501,1.9416698,-32.219177,-6.478695
MMRF_1356,9.00485,1.8924375,-20.560154,-1.8166931
MMRF_1270,6.287146,2.922639,-8.085073,13.982214
MMRF_1323,8.523478,0.9143366,-11.71099,-6.6287413
MMRF_1180,8.380579,1.4883364,-15.258829,-3.3739896
MMRF_1188,5.7146893,3.8788598,-3.7276745,19.760098
MMRF_1300,4.801589,-0.109503634,4.5776725,-1.3876512
MMRF_1331,1.9947577,-1.7029334,35.682186,3.6633778
MMRF_1185,10.370627,0.90594816,-23.442808,-10.158015
MMRF_1348,6.499846,2.0675128,-5.234145,8.589792
MMRF_1284,3.864248,-0.8356658,24.605179,10.349298
MMRF_1202,9.003136,1.5467212,-18.88184,-5.33558
MMRF_1466,2.1527932,-0.17037605,24.28177,-1.4876956
MMRF_1446,8.148671,2.3211868,-17.411974,3.003835
MMRF_1447,5.6002355,3.0145042,-3.3677278,15.310007
MMRF_1445,6.3041754,3.1853473,-14.439372,13.786719
MMRF_1433,8.809247,1.9741193,-18.978899,-1.0671797
MMRF_1434,7.6761994,3.8612573,-20.77695,15.194874
MMRF_1436,3.138647,-1.7094479,32.541336,7.561995
MMRF_1424,7.3712616,2.7502646,-13.17937,6.539464
MMRF_1425,4.306741,0.028100591,7.237569,-3.5614662
MMRF_1439,9.312081,-0.07299253,-19.918863,-18.245749
MMRF_1450,1.5420796,1.0348485,18.068714,-6.907839
MMRF_1451,6.477265,3.1985652,-10.952345,14.878358
MMRF_1454,8.1567335,3.2146657,-17.792564,8.461454
MMRF_1460,3.1278403,-0.009228136,20.417692,3.5058587
MMRF_1461,8.682594,1.491104,-15.922687,-3.074044
MMRF_1324,8.878299,3.0566857,-21.64407,5.9554844
MMRF_1392,1.8770503,-0.44413728,25.697166,-2.621677
MMRF_1413,5.7612114,3.3705606,-4.1616282,17.507648
MMRF_1393,4.20954,-1.8705399,15.988153,1.41515
MMRF_1148,1.4955223,-0.34188575,30.268654,-6.4108396
MMRF_1349,9.669416,3.1651225,-31.121513,3.0419505
MMRF_1432,7.711514,2.9926188,-14.350245,8.533048
MMRF_1293,2.278335,-0.55557,33.920967,-10.776025
MMRF_1216,7.9047294,1.3794141,-9.4328985,-2.0216308
MMRF_1178,7.9996843,2.024174,-14.697511,2.8368285
MMRF_1401,10.829054,2.151476,-33.589237,-3.4886906
MMRF_1489,2.2319083,-0.7262761,25.851349,-2.261256
MMRF_1318,7.7090497,3.2181215,-20.236135,9.364717
MMRF_1361,8.01558,1.2327121,-10.23648,-3.6980634
MMRF_1021,8.1160145,1.4751663,-11.505332,-2.5694697
MMRF_1030,4.135697,-2.1995578,12.493127,0.89201105
MMRF_1485,1.9470842,0.8532878,20.755001,-11.22202
MMRF_1491,7.557934,3.971763,-22.587059,14.596043
MMRF_1029,9.672292,2.8675117,-27.541048,0.78937036
MMRF_1502,3.294581,-0.22097966,20.80869,6.497123
MMRF_1358,2.3717473,-1.3292655,31.961412,0.28378028
MMRF_1108,4.1343102,-2.0405004,15.164908,0.84423196
MMRF_1164,10.649388,0.9973085,-27.083807,-11.704414
MMRF_1250,2.0065079,0.48352125,22.739698,-5.052385
MMRF_1453,7.8516006,1.9824018,-6.9690228,0.3071134
MMRF_1462,9.193353,3.1051335,-24.556479,3.6408508
MMRF_1501,1.8798974,-1.872149,38.837715,2.8539832
MMRF_1499,2.1878011,-1.0878428,27.342134,-0.89853525
MMRF_1497,8.076744,3.5711548,-21.48038,11.120221
MMRF_1484,10.565108,0.5963349,-28.00613,-12.412283
MMRF_1519,6.0457325,2.8864899,-5.321256,13.08981
MMRF_1516,10.745722,1.0049273,-28.781797,-10.212493
MMRF_1511,1.9038538,-0.038589437,27.950848,-8.832129
